time	amplitude
4.075	0.0
4.1	0.0
4.125	0.0
4.15	0.0
4.175	0.0
4.2	0.0
4.225	0.0
4.25	0.0
4.275	0.0
4.3	0.0
4.325	0.0
4.35	0.0
4.375	0.0
4.4	0.0
4.425	0.0
4.45	0.0
4.475	0.0
4.5	0.0
4.525	0.0
4.55	0.0
4.575	0.0
4.6	0.0
4.625	0.0
4.65	0.0
4.675	0.0
4.7	0.0
4.725	0.0
4.75	0.0
4.775	0.0
4.8	0.0
4.825	0.0
4.85	0.0
4.875	0.0
4.9	0.0
4.925	0.0
4.95	0.0
4.975	0.0
5.0	0.0
5.025	0.0
5.05	0.0
5.075	0.0
5.1	0.0
5.125	0.0
5.15	0.0
5.175	0.0
5.2	0.0
5.225	0.0
5.25	0.0
5.275	0.0
5.3	0.0
5.325	0.0
5.35	0.0
5.375	0.0
5.4	0.0
5.425	0.0
5.45	0.0
5.475	0.0
5.5	0.0
5.525	0.0
5.55	0.0
5.575	0.0
5.6	0.0
5.625	0.0
5.65	0.0
5.675	0.0
5.7	0.0
5.725	0.0
5.75	0.0
5.775	0.0
5.8	0.0
5.825	0.0
5.85	0.0
5.875	0.0
5.9	0.0
5.925	0.0
5.95	0.0
5.975	0.0
6.0	0.0
6.025	0.0
6.05	0.0
6.075	0.0
6.1	0.0
6.125	0.0
6.15	0.0
6.175	0.0
6.2	0.0
6.225	0.0
6.25	0.0
6.275	0.0
6.3	0.0
6.325	0.0
6.35	0.0
6.375	0.0
6.4	0.0
6.425	0.0
6.45	0.0
6.475	0.0
6.5	0.0
6.525	0.0
6.55	0.0
6.575	0.0
6.6	0.0
6.625	0.0
6.65	0.0
6.675	0.0
6.7	0.0
6.725	0.0
6.75	0.0
6.775	0.0
6.8	0.0
6.825	0.0
6.85	0.0
6.875	0.0
6.9	0.0
6.925	0.0
6.95	0.0
6.975	0.0
7.0	0.0
7.025	0.0
7.05	0.0
7.075	0.0
7.1	0.0
7.125	0.0
7.15	0.0
7.175	0.0
7.2	0.0
7.225	0.0
7.25	0.0
7.275	0.0
7.3	0.0
7.325	0.0
7.35	0.0
7.375	0.0
7.4	0.0
7.425	0.0
7.45	0.0
7.475	0.0
7.5	0.0
7.525	0.0
7.55	0.0
7.575	0.0
7.6	0.0
7.625	0.0
7.65	0.0
7.675	0.0
7.7	0.0
7.725	0.0
7.75	0.0
7.775	0.0
7.8	0.0
7.825	0.0
7.85	0.0
7.875	0.0
7.9	0.0
7.925	0.0
7.95	0.0
7.975	0.0
8.0	0.0
8.025	0.0
8.05	0.0
8.075	0.0
8.1	0.0
8.125	0.0
8.15	0.0
8.175	0.0
8.2	0.0
8.225	0.0
8.25	0.0
8.275	0.0
8.3	0.0
8.325	0.0
8.35	0.0
8.375	0.0
8.4	0.0
8.425	0.0
8.45	0.0
8.475	0.0
8.5	0.0
8.525	0.0
8.55	0.0
8.575	0.0
8.6	0.0
8.625	0.0
8.65	0.0
8.675	0.0
8.7	0.0
8.725	0.0
8.75	0.0
8.775	0.0
8.8	0.0
8.825	0.0
8.85	0.0
8.875	0.0
8.9	0.0
8.925	0.0
8.95	0.0
8.975	0.0
9.0	0.0
9.025	0.0
9.05	0.0
9.075	0.0
9.1	0.0
9.125	0.0
9.15	0.0
9.175	0.0
9.2	0.0
9.225	0.0
9.25	0.0
9.275	0.0
9.3	0.0
9.325	0.0
9.35	0.0
9.375	0.0
9.4	0.0
9.425	0.0
9.45	0.0
9.475	0.0
9.5	0.0
9.525	0.0
9.55	0.0
9.575	0.0
9.6	0.0
9.625	0.0
9.65	0.0
9.675	0.0
9.7	0.0
9.725	0.0
9.75	0.0
9.775	0.0
9.8	0.0
9.825	0.0
9.85	0.0
9.875	0.0
9.9	0.0
9.925	0.0
9.95	0.0
9.975	0.0
10.0	0.0
10.025	0.0
10.05	0.0
10.075	0.0
10.1	0.0
10.125	0.0
10.15	0.0
10.175	0.0
10.2	0.0
10.225	0.0
10.25	0.0
10.275	0.0
10.3	0.0
10.325	0.0
10.35	0.0
10.375	0.0
10.4	0.0
10.425	0.0
10.45	0.0
10.475	0.0
10.5	0.0
10.525	0.0
10.55	0.0
10.575	0.0
10.6	0.0
10.625	0.0
10.65	0.0
10.675	0.0
10.7	0.0
10.725	0.0
10.75	0.0
10.775	0.0
10.8	0.0
10.825	0.0
10.85	0.0
10.875	0.0
10.9	0.0
10.925	0.0
10.95	0.0
10.975	0.0
11.0	0.0
11.025	0.0
11.05	0.0
11.075	0.0
11.1	0.0
11.125	0.0
11.15	0.0
11.175	0.0
11.2	0.0
11.225	0.0
11.25	0.0
11.275	0.0
11.3	0.0
11.325	0.0
11.35	0.0
11.375	0.0
11.4	0.0
11.425	0.0
11.45	0.0
11.475	0.0
11.5	0.0
11.525	0.0
11.55	0.0
11.575	0.0
11.6	0.0
11.625	0.0
11.65	0.0
11.675	0.0
11.7	0.0
11.725	0.0
11.75	0.0
11.775	0.0
11.8	0.0
11.825	0.0
11.85	0.0
11.875	0.0
11.9	0.0
11.925	0.0
11.95	0.0
11.975	0.0
12.0	0.0
12.025	0.0
12.05	0.0
12.075	0.0
12.1	0.0
12.125	0.0
12.15	0.0
12.175	0.0
12.2	0.0
12.225	0.0
12.25	0.0
12.275	0.0
12.3	0.0
12.325	0.0
12.35	0.0
12.375	0.0
12.4	0.0
12.425	0.0
12.45	0.0
12.475	0.0
12.5	0.0
12.525	0.0
12.55	0.0
12.575	0.0
12.6	0.0
12.625	0.0
12.65	0.0
12.675	0.0
12.7	0.0
12.725	0.0
12.75	0.0
12.775	0.0
12.8	0.0
12.825	0.0
12.85	0.0
12.875	0.0
12.9	0.0
12.925	0.0
12.95	0.0
12.975	0.0
13.0	0.0
13.025	0.0
13.05	0.0
13.075	0.0
13.1	0.0
13.125	0.0
13.15	0.0
13.175	0.0
13.2	0.0
13.225	0.0
13.25	0.0
13.275	0.0
13.3	0.0
13.325	0.0
13.35	0.0
13.375	0.0
13.4	0.0
13.425	0.0
13.45	0.0
13.475	0.0
13.5	0.0
13.525	0.0
13.55	0.0
13.575	0.0
13.6	0.0
13.625	0.0
13.65	0.0
13.675	0.0
13.7	0.0
13.725	0.0
13.75	0.0
13.775	0.0
13.8	0.0
13.825	0.0
13.85	0.0
13.875	0.0
13.9	0.0
13.925	0.0
13.95	0.0
13.975	0.0
14.0	0.0
14.025	0.0
14.05	0.0
14.075	0.0
14.1	0.0
14.125	0.0
14.15	0.0
14.175	0.0
14.2	0.0
14.225	0.0
14.25	0.0
14.275	0.0
14.3	0.0
14.325	0.0
14.35	0.0
14.375	0.0
14.4	0.0
14.425	0.0
14.45	0.0
14.475	0.0
14.5	0.0
14.525	0.0
14.55	0.0
14.575	0.0
14.6	0.0
14.625	0.0
14.65	0.0
14.675	0.0
14.7	0.0
14.725	0.0
14.75	0.0
14.775	0.0
14.8	0.0
14.825	0.0
14.85	0.0
14.875	0.0
14.9	0.0
14.925	0.0
14.95	0.0
14.975	0.0
15.0	0.0
15.025	0.0
15.05	0.0
15.075	0.0
15.1	0.0
15.125	0.0
15.15	0.0
15.175	0.0
15.2	0.0
15.225	0.0
15.25	0.0
15.275	0.0
15.3	0.0
15.325	0.0
15.35	0.0
15.375	0.0
15.4	0.0
15.425	0.0
15.45	0.0
15.475	0.0
15.5	0.0
15.525	0.0
15.55	0.0
15.575	0.0
15.6	0.0
15.625	0.0
15.65	0.0
15.675	0.0
15.7	0.0
15.725	0.0
15.75	0.0
15.775	0.0
15.8	0.0
15.825	0.0
15.85	0.0
15.875	0.0
15.9	0.0
15.925	0.0
15.95	0.0
15.975	0.0
16.0	0.0
16.025	0.0
16.05	0.0
16.075	0.0
16.1	0.0
16.125	0.0
16.15	0.0
16.175	0.0
16.2	0.0
16.225	0.0
16.25	0.0
16.275	0.0
16.3	0.0
16.325	0.0
16.35	0.0
16.375	0.0
16.4	0.0
16.425	0.0
16.45	0.0
16.475	0.0
16.5	0.0
16.525	0.0
16.55	0.0
16.575	0.0
16.6	0.0
16.625	0.0
16.65	0.0
16.675	0.0
16.7	0.0
16.725	0.0
16.75	0.0
16.775	0.0
16.8	0.0
16.825	0.0
16.85	0.0
16.875	0.0
16.9	0.0
16.925	0.0
16.95	0.0
16.975	0.0
17.0	0.0
17.025	0.0
17.05	0.0
17.075	0.0
17.1	0.0
17.125	0.0
17.15	0.0
17.175	0.0
17.2	0.0
17.225	0.0
17.25	0.0
17.275	0.0
17.3	0.0
17.325	0.0
17.35	0.0
17.375	0.0
17.4	0.0
17.425	0.0
17.45	0.0
17.475	0.0
17.5	0.0
17.525	0.0
17.55	0.0
17.575	0.0
17.6	0.0
17.625	0.0
17.65	0.0
17.675	0.0
17.7	0.0
17.725	0.0
17.75	0.0
17.775	0.0
17.8	0.0
17.825	0.0
17.85	0.0
17.875	0.0
17.9	0.0
17.925	0.0
17.95	0.0
17.975	0.0
18.0	0.0
18.025	0.0
18.05	0.0
18.075	0.0
18.1	0.0
18.125	0.0
18.15	0.0
18.175	0.0
18.2	0.0
18.225	0.0
18.25	0.0
18.275	0.0
18.3	0.0
18.325	0.0
18.35	0.0
18.375	0.0
18.4	0.0
18.425	0.0
18.45	0.0
18.475	0.0
18.5	0.0
18.525	0.0
18.55	0.0
18.575	0.0
18.6	0.0
18.625	0.0
18.65	0.0
18.675	0.0
18.7	0.0
18.725	0.0
18.75	0.0
18.775	0.0
18.8	0.0
18.825	0.0
18.85	0.0
18.875	0.0
18.9	0.0
18.925	0.0
18.95	0.0
18.975	0.0
19.0	0.0
19.025	0.0
19.05	0.0
19.075	0.0
19.1	0.0
19.125	0.0
19.15	0.0
19.175	0.0
19.2	0.0
19.225	0.0
19.25	0.0
19.275	0.0
19.3	0.0
19.325	0.0
19.35	0.0
19.375	0.0
19.4	0.0
19.425	0.0
19.45	0.0
19.475	0.0
19.5	0.0
19.525	0.0
19.55	0.0
19.575	0.0
19.6	0.0
19.625	0.0
19.65	0.0
19.675	0.0
19.7	0.0
19.725	0.0
19.75	0.0
19.775	0.0
19.8	0.0
19.825	0.0
19.85	0.0
19.875	0.0
19.9	0.0
19.925	0.0
19.95	0.0
19.975	0.0
20.0	0.0
20.025	0.0
20.05	0.0
20.075	0.0
20.1	0.0
20.125	0.0
20.15	0.0
20.175	0.0
20.2	0.0
20.225	0.0
20.25	0.0
20.275	0.0
20.3	0.0
20.325	0.0
20.35	0.0
20.375	0.0
20.4	0.0
20.425	0.0
20.45	0.0
20.475	0.0
20.5	0.0
20.525	0.0
20.55	0.0
20.575	0.0
20.6	0.0
20.625	0.0
20.65	0.0
20.675	0.0
20.7	0.0
20.725	0.0
20.75	0.0
20.775	0.0
20.8	0.0
20.825	0.0
20.85	0.0
20.875	0.0
20.9	0.0
20.925	0.0
20.95	0.0
20.975	0.0
21.0	0.0
21.025	0.0
21.05	0.0
21.075	0.0
21.1	0.0
21.125	0.0
21.15	0.0
21.175	0.0
21.2	0.0
21.225	0.0
21.25	0.0
21.275	0.0
21.3	0.0
21.325	0.0
21.35	0.0
21.375	0.0
21.4	0.0
21.425	0.0
21.45	0.0
21.475	0.0
21.5	0.0
21.525	0.0
21.55	0.0
21.575	0.0
21.6	0.0
21.625	0.0
21.65	0.0
21.675	0.0
21.7	0.0
21.725	0.0
21.75	0.0
21.775	0.0
21.8	0.0
21.825	0.0
21.85	0.0
21.875	0.0
21.9	0.0
21.925	0.0
21.95	0.0
21.975	0.0
22.0	0.0
22.025	0.0
22.05	0.0
22.075	0.0
22.1	0.0
22.125	0.0
22.15	0.0
22.175	0.0
22.2	0.0
22.225	0.0
22.25	0.0
22.275	0.0
22.3	0.0
22.325	0.0
22.35	0.0
22.375	0.0
22.4	0.0
22.425	0.0
22.45	0.0
22.475	0.0
22.5	0.0
22.525	0.0
22.55	0.0
22.575	0.0
22.6	0.0
22.625	0.0
22.65	0.0
22.675	0.0
22.7	0.0
22.725	0.0
22.75	0.0
22.775	0.0
22.8	0.0
22.825	0.0
22.85	0.0
22.875	0.0
22.9	0.0
22.925	0.0
22.95	0.0
22.975	0.0
23.0	0.0
23.025	0.0
23.05	0.0
23.075	0.0
23.1	0.0
23.125	0.0
23.15	0.0
23.175	0.0
23.2	0.0
23.225	0.0
23.25	0.0
23.275	0.0
23.3	0.0
23.325	0.0
23.35	0.0
23.375	0.0
23.4	0.0
23.425	0.0
23.45	0.0
23.475	0.0
23.5	0.0
23.525	0.0
23.55	0.0
23.575	0.0
23.6	0.0
23.625	0.0
23.65	0.0
23.675	0.0
23.7	0.0
23.725	0.0
23.75	0.0
23.775	0.0
23.8	0.0
23.825	0.0
23.85	0.0
23.875	0.0
23.9	0.0
23.925	0.0
23.95	0.0
23.975	0.0
24.0	0.0
24.025	0.0
24.05	0.0
24.075	0.0
24.1	0.0
24.125	0.0
24.15	0.0
24.175	0.0
24.2	0.0
24.225	0.0
24.25	0.0
24.275	0.0
24.3	0.0
24.325	0.0
24.35	0.0
24.375	0.0
24.4	0.0
24.425	0.0
24.45	0.0
24.475	0.0
24.5	0.0
24.525	0.0
24.55	0.0
24.575	0.0
24.6	0.0
24.625	0.0
24.65	0.0
24.675	0.0
24.7	0.0
24.725	0.0
24.75	0.0
24.775	0.0
24.8	0.0
24.825	0.0
24.85	0.0
24.875	0.0
24.9	0.0
24.925	0.0
24.95	0.0
24.975	0.0
25.0	0.0
25.025	0.0
25.05	0.0
25.075	0.0
25.1	0.0
25.125	0.0
25.15	0.0
25.175	0.0
25.2	0.0
25.225	0.0
25.25	0.0
25.275	0.0
25.3	0.0
25.325	0.0
25.35	0.0
25.375	0.0
25.4	0.0
25.425	0.0
25.45	0.0
25.475	0.0
25.5	0.0
25.525	0.0
25.55	0.0
25.575	0.0
25.6	0.0
25.625	0.0
25.65	0.0
25.675	0.0
25.7	0.0
25.725	0.0
25.75	0.0
25.775	0.0
25.8	0.0
25.825	0.0
25.85	0.0
25.875	0.0
25.9	0.0
25.925	0.0
25.95	0.0
25.975	0.0
26.0	0.0
26.025	0.0
26.05	0.0
26.075	0.0
26.1	0.0
26.125	0.0
26.15	0.0
26.175	0.0
26.2	0.0
26.225	0.0
26.25	0.0
26.275	0.0
26.3	0.0
26.325	0.0
26.35	0.0
26.375	0.0
26.4	0.0
26.425	0.0
26.45	0.0
26.475	0.0
26.5	0.0
26.525	0.0
26.55	0.0
26.575	0.0
26.6	0.0
26.625	0.0
26.65	0.0
26.675	0.0
26.7	0.0
26.725	0.0
26.75	0.0
26.775	0.0
26.8	0.0
26.825	0.0
26.85	0.0
26.875	0.0
26.9	0.0
26.925	0.0
26.95	0.0
26.975	0.0
27.0	0.0
27.025	0.0
27.05	0.0
27.075	0.0
27.1	0.0
27.125	0.0
27.15	0.0
27.175	0.0
27.2	0.0
27.225	0.0
27.25	0.0
27.275	0.0
27.3	0.0
27.325	0.0
27.35	0.0
27.375	0.0
27.4	0.0
27.425	0.0
27.45	0.0
27.475	0.0
27.5	0.0
27.525	0.0
27.55	0.0
27.575	0.0
27.6	0.0
27.625	0.0
27.65	0.0
27.675	0.0
27.7	0.0
27.725	0.0
27.75	0.0
27.775	0.0
27.8	0.0
27.825	0.0
27.85	0.0
27.875	0.0
27.9	0.0
27.925	0.0
27.95	0.0
27.975	0.0
28.0	0.0
28.025	0.0
28.05	0.0
28.075	0.0
28.1	0.0
28.125	0.0
28.15	0.0
28.175	0.0
28.2	0.0
28.225	0.0
28.25	0.0
28.275	0.0
28.3	0.0
28.325	0.0
28.35	0.0
28.375	0.0
28.4	0.0
28.425	0.0
28.45	0.0
28.475	0.0
28.5	0.0
28.525	0.0
28.55	0.0
28.575	0.0
28.6	0.0
28.625	0.0
28.65	0.0
28.675	0.0
28.7	0.0
28.725	0.0
28.75	0.0
28.775	0.0
28.8	0.0
28.825	0.0
28.85	0.0
28.875	0.0
28.9	0.0
28.925	0.0
28.95	0.0
28.975	0.0
29.0	0.0
29.025	0.0
29.05	0.0
29.075	0.0
29.1	0.0
29.125	0.0
29.15	0.0
29.175	0.0
29.2	0.0
29.225	0.0
29.25	0.0
29.275	0.0
29.3	0.0
29.325	0.0
29.35	0.0
29.375	0.0
29.4	0.0
29.425	0.0
29.45	0.0
29.475	0.0
29.5	0.0
29.525	0.0
29.55	0.0
29.575	0.0
29.6	0.0
29.625	0.0
29.65	0.0
29.675	0.0
29.7	0.0
29.725	0.0
29.75	0.0
29.775	0.0
29.8	0.0
29.825	0.0
29.85	0.0
29.875	0.0
29.9	0.0
29.925	0.0
29.95	0.0
29.975	0.0
30.0	0.0
30.025	0.0
30.05	0.0
30.075	0.0
30.1	0.0
30.125	0.0
30.15	0.0
30.175	0.0
30.2	0.0
30.225	0.0
30.25	0.0
30.275	0.0
30.3	0.0
30.325	0.0
30.35	0.0
30.375	0.0
30.4	0.0
30.425	0.0
30.45	0.0
30.475	0.0
30.5	0.0
30.525	0.0
30.55	0.0
30.575	0.0
30.6	0.0
30.625	0.0
30.65	0.0
30.675	0.0
30.7	0.0
30.725	0.0
30.75	0.0
30.775	0.0
30.8	0.0
30.825	0.0
30.85	0.0
30.875	0.0
30.9	0.0
30.925	0.0
30.95	0.0
30.975	0.0
31.0	0.0
31.025	0.0
31.05	0.0
31.075	0.0
31.1	0.0
31.125	0.0
31.15	0.0
31.175	0.0
31.2	0.0
31.225	0.0
31.25	0.0
31.275	0.0
31.3	0.0
31.325	0.0
31.35	0.0
31.375	0.0
31.4	0.0
31.425	0.0
31.45	0.0
31.475	0.0
31.5	0.0
31.525	0.0
31.55	0.0
31.575	0.0
31.6	0.0
31.625	0.0
31.65	0.0
31.675	0.0
31.7	0.0
31.725	0.0
31.75	0.0
31.775	0.0
31.8	0.0
31.825	0.0
31.85	0.0
31.875	0.0
31.9	0.0
31.925	0.0
31.95	0.0
31.975	0.0
32.0	0.0
32.025	0.0
32.05	0.0
32.075	0.0
32.1	0.0
32.125	0.0
32.15	0.0
32.175	0.0
32.2	0.0
32.225	0.0
32.25	0.0
32.275	0.0
32.3	0.0
32.325	0.0
32.35	0.0
32.375	0.0
32.4	0.0
32.425	0.0
32.45	0.0
32.475	0.0
32.5	0.0
32.525	0.0
32.55	0.0
32.575	0.0
32.6	0.0
32.625	0.0
32.65	0.0
32.675	0.0
32.7	0.0
32.725	0.0
32.75	0.0
32.775	0.0
32.8	0.0
32.825	0.0
32.85	0.0
32.875	0.0
32.9	0.0
32.925	0.0
32.95	0.0
32.975	0.0
33.0	0.0
33.025	0.0
33.05	0.0
33.075	0.0
33.1	0.0
33.125	0.0
33.15	0.0
33.175	0.0
33.2	0.0
33.225	0.0
33.25	0.0
33.275	0.0
33.3	0.0
33.325	0.0
33.35	0.0
33.375	0.0
33.4	0.0
33.425	0.0
33.45	0.0
33.475	0.0
33.5	0.0
33.525	0.0
33.55	0.0
33.575	0.0
33.6	0.0
33.625	0.0
33.65	0.0
33.675	0.0
33.7	0.0
33.725	0.0
33.75	0.0
33.775	0.0
33.8	0.0
33.825	0.0
33.85	0.0
33.875	0.0
33.9	0.0
33.925	0.0
33.95	0.0
33.975	0.0
34.0	0.0
34.025	0.0
34.05	0.0
34.075	0.0
34.1	0.0
34.125	0.0
34.15	0.0
34.175	0.0
34.2	0.0
34.225	0.0
34.25	0.0
34.275	0.0
34.3	0.0
34.325	0.0
34.35	0.0
34.375	0.0
34.4	0.0
34.425	0.0
34.45	0.0
34.475	0.0
34.5	0.0
34.525	0.0
34.55	0.0
34.575	0.0
34.6	0.0
34.625	0.0
34.65	0.0
34.675	0.0
34.7	0.0
34.725	0.0
34.75	0.0
34.775	0.0
34.8	0.0
34.825	0.0
34.85	0.0
34.875	0.0
34.9	0.0
34.925	0.0
34.95	0.0
34.975	0.0
35.0	0.0
35.025	0.0
35.05	0.0
35.075	0.0
35.1	0.0
35.125	0.0
35.15	0.0
35.175	0.0
35.2	0.0
35.225	0.0
35.25	0.0
35.275	0.0
35.3	0.0
35.325	0.0
35.35	0.0
35.375	0.0
35.4	0.0
35.425	0.0
35.45	0.0
35.475	0.0
35.5	0.0
35.525	0.0
35.55	0.0
35.575	0.0
35.6	0.0
35.625	0.0
35.65	0.0
35.675	0.0
35.7	0.0
35.725	0.0
35.75	0.0
35.775	0.0
35.8	0.0
35.825	0.0
35.85	0.0
35.875	0.0
35.9	0.0
35.925	0.0
35.95	0.0
35.975	0.0
36.0	0.0
36.025	0.0
36.05	0.0
36.075	0.0
36.1	0.0
36.125	0.0
36.15	0.0
36.175	0.0
36.2	0.0
36.225	0.0
36.25	0.0
36.275	0.0
36.3	0.0
36.325	0.0
36.35	0.0
36.375	0.0
36.4	0.0
36.425	0.0
36.45	0.0
36.475	0.0
36.5	0.0
36.525	0.0
36.55	0.0
36.575	0.0
36.6	0.0
36.625	0.0
36.65	0.0
36.675	0.0
36.7	0.0
36.725	0.0
36.75	0.0
36.775	0.0
36.8	0.0
36.825	0.0
36.85	0.0
36.875	0.0
36.9	0.0
36.925	0.0
36.95	0.0
36.975	0.0
37.0	0.0
37.025	0.0
37.05	0.0
37.075	0.0
37.1	0.0
37.125	0.0
37.15	0.0
37.175	0.0
37.2	0.0
37.225	0.0
37.25	0.0
37.275	0.0
37.3	0.0
37.325	0.0
37.35	0.0
37.375	0.0
37.4	0.0
37.425	0.0
37.45	0.0
37.475	0.0
37.5	0.0
37.525	0.0
37.55	0.0
37.575	0.0
37.6	0.0
37.625	0.0
37.65	0.0
37.675	0.0
37.7	0.0
37.725	0.0
37.75	0.0
37.775	0.0
37.8	0.0
37.825	0.0
37.85	0.0
37.875	0.0
37.9	0.0
37.925	0.0
37.95	0.0
37.975	0.0
38.0	0.0
38.025	0.0
38.05	0.0
38.075	0.0
38.1	0.0
38.125	0.0
38.15	0.0
38.175	0.0
38.2	0.0
38.225	0.0
38.25	0.0
38.275	0.0
38.3	0.0
38.325	0.0
38.35	0.0
38.375	0.0
38.4	0.0
38.425	0.0
38.45	0.0
38.475	0.0
38.5	0.0
38.525	0.0
38.55	0.0
38.575	0.0
38.6	0.0
38.625	0.0
38.65	0.0
38.675	0.0
38.7	0.0
38.725	0.0
38.75	0.0
38.775	0.0
38.8	0.0
38.825	0.0
38.85	0.0
38.875	0.0
38.9	0.0
38.925	0.0
38.95	0.0
38.975	0.0
39.0	0.0
39.025	0.0
39.05	0.0
39.075	0.0
39.1	0.0
39.125	0.0
39.15	0.0
39.175	0.0
39.2	0.0
39.225	0.0
39.25	0.0
39.275	0.0
39.3	0.0
39.325	0.0
39.35	0.0
39.375	0.0
39.4	0.0
39.425	0.0
39.45	0.0
39.475	0.0
39.5	0.0
39.525	0.0
39.55	0.0
39.575	0.0
39.6	0.0
39.625	0.0
39.65	0.0
39.675	0.0
39.7	0.0
39.725	0.0
39.75	0.0
39.775	0.0
39.8	0.0
39.825	0.0
39.85	0.0
39.875	0.0
39.9	0.0
39.925	0.0
39.95	0.0
39.975	0.0
40.0	0.0
40.025	0.0
40.05	0.0
40.075	0.0
40.1	0.0
40.125	0.0
40.15	0.0
40.175	0.0
40.2	0.0
40.225	0.0
40.25	0.0
40.275	0.0
40.3	0.0
40.325	0.0
40.35	0.0
40.375	0.0
40.4	0.0
40.425	0.0
40.45	0.0
40.475	0.0
40.5	0.0
40.525	0.0
40.55	0.0
40.575	0.0
40.6	0.0
40.625	0.0
40.65	0.0
40.675	0.0
40.7	0.0
40.725	0.0
40.75	0.0
40.775	0.0
40.8	0.0
40.825	0.0
40.85	0.0
40.875	0.0
40.9	0.0
40.925	0.0
40.95	0.0
40.975	0.0
41.0	0.0
41.025	0.0
41.05	0.0
41.075	0.0
41.1	0.0
41.125	0.0
41.15	0.0
41.175	0.0
41.2	0.0
41.225	0.0
41.25	0.0
41.275	0.0
41.3	0.0
41.325	0.0
41.35	0.0
41.375	0.0
41.4	0.0
41.425	0.0
41.45	0.0
41.475	0.0
41.5	0.0
41.525	0.0
41.55	0.0
41.575	0.0
41.6	0.0
41.625	0.0
41.65	0.0
41.675	0.0
41.7	0.0
41.725	0.0
41.75	0.0
41.775	0.0
41.8	0.0
41.825	0.0
41.85	0.0
41.875	0.0
41.9	0.0
41.925	0.0
41.95	0.0
41.975	0.0
42.0	0.0
42.025	0.0
42.05	0.0
42.075	0.0
42.1	0.0
42.125	0.0
42.15	0.0
42.175	0.0
42.2	0.0
42.225	0.0
42.25	0.0
42.275	0.0
42.3	0.0
42.325	0.0
42.35	0.0
42.375	0.0
42.4	0.0
42.425	0.0
42.45	0.0
42.475	0.0
42.5	0.0
42.525	0.0
42.55	0.0
42.575	0.0
42.6	0.0
42.625	0.0
42.65	0.0
42.675	0.0
42.7	0.0
42.725	0.0
42.75	0.0
42.775	0.0
42.8	0.0
42.825	0.0
42.85	0.0
42.875	0.0
42.9	0.0
42.925	0.0
42.95	0.0
42.975	0.0
43.0	0.0
43.025	0.0
43.05	0.0
43.075	0.0
43.1	0.0
43.125	0.0
43.15	0.0
43.175	0.0
43.2	0.0
43.225	0.0
43.25	0.0
43.275	0.0
43.3	0.0
43.325	0.0
43.35	0.0
43.375	0.0
43.4	0.0
43.425	0.0
43.45	0.0
43.475	0.0
43.5	0.0
43.525	0.0
43.55	0.0
43.575	0.0
43.6	0.0
43.625	0.0
43.65	0.0
43.675	0.0
